EmployeeNumber,Age,DistanceFromHome,Education,EducationField,Gender,MaritalStatus,Attrition
859,32,13,4,Life Sciences,Male,Divorced,No
861,30,5,4,Life Sciences,Male,Divorced,No
862,53,7,2,Marketing,Female,Married,No
864,45,9,3,Marketing,Male,Divorced,No
865,32,8,2,Medical,Female,Married,No
867,52,25,4,Medical,Female,Married,No
868,37,16,4,Marketing,Male,Divorced,No
869,28,8,2,Medical,Male,Divorced,No
872,22,1,2,Life Sciences,Male,Married,No
874,44,8,4,Life Sciences,Male,Married,No
875,42,2,1,Medical,Male,Single,No
878,36,8,3,Life Sciences,Male,Married,No
879,25,3,1,Other,Male,Married,No
880,35,9,3,Life Sciences,Female,Married,No
881,35,25,4,Life Sciences,Female,Divorced,Yes
882,32,1,3,Life Sciences,Male,Divorced,No
885,25,4,1,Marketing,Male,Married,No
887,49,1,3,Technical Degree,Female,Married,No
888,24,4,1,Life Sciences,Male,Married,No
889,32,5,2,Life Sciences,Male,Married,No
893,38,9,3,Marketing,Male,Married,No
894,42,3,3,Life Sciences,Female,Married,No
895,31,11,4,Life Sciences,Male,Married,No
896,29,1,3,Medical,Female,Divorced,Yes
897,53,8,3,Marketing,Male,Married,No
899,35,25,3,Technical Degree,Male,Married,No
900,37,21,2,Medical,Female,Married,No
901,53,23,4,Life Sciences,Female,Single,No
902,43,1,3,Life Sciences,Female,Married,No
903,47,2,2,Marketing,Female,Married,No
904,37,19,2,Medical,Male,Single,No
905,50,2,4,Life Sciences,Male,Divorced,No
909,39,2,3,Life Sciences,Female,Married,No
910,33,3,2,Human Resources,Male,Divorced,No
911,32,25,4,Life Sciences,Male,Single,Yes
912,29,7,1,Medical,Female,Divorced,No
913,44,9,2,Life Sciences,Male,Married,No
916,28,5,4,Medical,Male,Single,No
918,58,2,1,Life Sciences,Male,Divorced,Yes
920,43,8,3,Life Sciences,Female,Divorced,No
922,20,2,3,Medical,Female,Single,Yes
923,21,18,1,Other,Female,Single,Yes
924,36,14,1,Life Sciences,Male,Married,No
925,47,2,4,Life Sciences,Female,Single,No
926,22,3,1,Life Sciences,Female,Married,Yes
927,41,2,4,Life Sciences,Female,Divorced,Yes
930,28,9,3,Medical,Female,Divorced,No
932,39,6,3,Medical,Male,Married,Yes
933,27,4,3,Life Sciences,Female,Single,No
934,34,10,3,Life Sciences,Male,Divorced,No
936,42,14,2,Medical,Female,Single,No
939,33,1,4,Other,Male,Single,No
940,58,5,3,Technical Degree,Female,Divorced,No
941,31,7,4,Life Sciences,Male,Married,No
942,35,21,1,Life Sciences,Female,Married,No
944,49,8,2,Other,Female,Married,No
945,48,20,4,Medical,Male,Married,No
947,31,20,2,Marketing,Female,Married,No
949,36,7,4,Other,Male,Single,No
950,38,1,3,Technical Degree,Female,Married,No
951,32,1,3,Life Sciences,Female,Married,No
952,25,19,2,Marketing,Male,Married,Yes
954,40,10,4,Marketing,Male,Divorced,No
956,26,1,3,Medical,Male,Single,No
957,41,6,3,Medical,Male,Single,No
958,36,2,4,Medical,Male,Single,No
959,19,21,3,Other,Male,Single,Yes
960,20,4,3,Technical Degree,Male,Single,Yes
961,31,12,3,Medical,Female,Married,No
964,40,9,4,Medical,Male,Divorced,No
966,32,3,4,Medical,Female,Married,No
967,36,3,1,Life Sciences,Male,Married,Yes
969,33,1,3,Life Sciences,Female,Single,No
970,37,1,4,Life Sciences,Male,Married,Yes
972,45,4,2,Life Sciences,Male,Married,No
974,29,20,3,Technical Degree,Female,Married,No
975,35,18,3,Medical,Female,Married,No
976,52,1,2,Life Sciences,Male,Married,No
977,58,2,3,Technical Degree,Male,Single,Yes
981,53,2,2,Medical,Male,Divorced,No
982,30,8,2,Other,Male,Divorced,No
983,38,10,3,Technical Degree,Female,Single,No
984,35,3,4,Life Sciences,Male,Divorced,No
985,39,2,5,Life Sciences,Male,Single,No
986,40,24,3,Life Sciences,Female,Single,Yes
987,47,16,4,Medical,Male,Divorced,No
990,36,8,4,Technical Degree,Male,Divorced,No
991,31,9,2,Medical,Male,Single,Yes
992,33,17,3,Life Sciences,Male,Single,No
994,29,10,3,Life Sciences,Female,Single,Yes
995,33,13,1,Life Sciences,Female,Single,No
996,45,1,4,Medical,Female,Divorced,No
997,50,1,2,Medical,Male,Divorced,No
998,33,1,4,Other,Female,Married,No
999,41,9,3,Medical,Male,Divorced,No
1001,27,16,4,Technical Degree,Female,Married,No
1002,45,23,2,Life Sciences,Male,Married,No
1003,47,4,2,Life Sciences,Female,Single,No
1004,30,22,3,Life Sciences,Female,Married,Yes
1005,50,24,3,Life Sciences,Male,Married,No
1006,38,10,1,Medical,Male,Married,No
1007,46,7,2,Medical,Male,Divorced,No
1009,24,17,1,Medical,Female,Divorced,No
1010,35,14,4,Other,Male,Divorced,Yes
1011,31,1,1,Life Sciences,Female,Married,No
1012,18,5,2,Life Sciences,Male,Single,No
1013,54,17,3,Technical Degree,Female,Married,No
1014,35,25,4,Medical,Female,Divorced,No
1015,30,8,2,Life Sciences,Female,Married,No
1016,20,11,3,Medical,Female,Single,Yes
1017,30,5,3,Medical,Female,Single,Yes
1018,26,2,2,Medical,Male,Married,No
1019,22,8,1,Life Sciences,Male,Married,No
1022,48,6,3,Life Sciences,Male,Single,No
1024,48,4,4,Life Sciences,Male,Single,No
1025,41,7,2,Medical,Female,Single,No
1026,39,1,1,Life Sciences,Female,Married,No
1027,27,2,4,Life Sciences,Female,Married,No
1028,35,10,3,Other,Male,Divorced,No
1029,42,5,2,Marketing,Male,Married,No
1030,50,9,3,Life Sciences,Male,Married,No
1032,59,2,3,Life Sciences,Female,Single,No
1033,37,11,2,Medical,Female,Married,Yes
1034,55,18,4,Medical,Male,Married,No
1035,41,7,1,Life Sciences,Female,Divorced,No
1036,38,3,4,Life Sciences,Male,Single,No
1037,26,29,2,Medical,Male,Single,Yes
1038,52,2,1,Marketing,Female,Married,Yes
1039,44,28,3,Medical,Female,Married,No
1040,50,1,3,Life Sciences,Female,Married,No
1042,36,16,4,Life Sciences,Female,Single,Yes
1043,39,22,3,Medical,Female,Single,No
1044,33,8,1,Life Sciences,Female,Single,No
1045,45,11,2,Life Sciences,Female,Married,No
1046,32,29,4,Medical,Female,Single,No
1047,34,1,4,Marketing,Male,Divorced,No
1048,59,1,2,Technical Degree,Male,Married,No
1049,45,24,4,Medical,Male,Single,No
1050,53,2,3,Marketing,Female,Married,No
1052,36,15,3,Other,Male,Divorced,Yes
1053,26,2,3,Life Sciences,Male,Married,Yes
1055,34,10,4,Life Sciences,Female,Married,No
1056,28,10,1,Medical,Male,Married,No
1060,38,3,4,Other,Male,Married,No
1061,50,2,4,Medical,Male,Married,No
1062,37,3,3,Other,Female,Single,No
1066,40,26,3,Marketing,Male,Married,No
1068,26,1,1,Medical,Female,Divorced,No
1069,46,1,4,Medical,Male,Divorced,No
1070,54,2,4,Life Sciences,Female,Married,No
1071,56,9,3,Medical,Female,Married,No
1073,36,12,5,Medical,Female,Single,No
1074,55,2,1,Medical,Male,Single,No
1076,43,25,3,Medical,Male,Divorced,No
1077,20,9,3,Marketing,Female,Single,Yes
1079,21,10,3,Life Sciences,Female,Single,Yes
1080,46,8,4,Life Sciences,Female,Divorced,No
1081,51,4,4,Life Sciences,Male,Married,Yes
1082,28,24,2,Technical Degree,Male,Single,Yes
1083,26,1,2,Medical,Male,Married,No
1084,30,20,3,Other,Male,Married,No
1085,41,7,2,Technical Degree,Female,Married,No
1088,38,17,1,Life Sciences,Female,Married,No
1092,40,20,4,Technical Degree,Male,Married,No
1094,27,8,5,Life Sciences,Male,Married,No
1096,55,2,1,Life Sciences,Male,Married,No
1097,28,10,3,Other,Female,Single,No
1098,44,1,2,Medical,Male,Married,Yes
1099,33,5,3,Life Sciences,Male,Divorced,No
1100,35,4,3,Technical Degree,Male,Single,Yes
1101,33,29,4,Medical,Female,Single,Yes
1102,28,15,2,Life Sciences,Male,Divorced,No
1103,34,3,1,Life Sciences,Male,Single,No
1105,37,10,4,Life Sciences,Female,Divorced,No
1106,25,4,1,Technical Degree,Male,Married,Yes
1107,26,21,3,Medical,Male,Divorced,Yes
1108,33,25,3,Medical,Male,Single,Yes
1109,42,2,2,Medical,Male,Married,No
1111,28,1,3,Medical,Male,Divorced,Yes
1113,50,1,4,Other,Male,Single,Yes
1114,33,7,3,Life Sciences,Female,Married,No
1115,34,3,4,Life Sciences,Male,Married,No
1116,48,1,4,Medical,Male,Single,No
1117,45,9,4,Life Sciences,Female,Married,No
1118,52,7,4,Life Sciences,Male,Single,No
1119,38,10,4,Marketing,Male,Divorced,No
1120,29,28,4,Life Sciences,Female,Divorced,No
1121,28,3,3,Medical,Female,Divorced,No
1124,46,3,1,Marketing,Male,Married,No
1125,38,2,2,Marketing,Male,Single,No
1126,43,27,3,Life Sciences,Female,Married,No
1127,39,2,3,Life Sciences,Male,Divorced,Yes
1128,40,14,3,Medical,Male,Single,No
1131,21,1,1,Technical Degree,Female,Single,No
1132,39,9,3,Life Sciences,Male,Single,No
1133,36,18,4,Life Sciences,Male,Single,No
1135,31,20,3,Life Sciences,Male,Married,No
1136,28,2,1,Life Sciences,Male,Married,No
1137,35,11,2,Marketing,Male,Divorced,No
1138,49,8,4,Technical Degree,Male,Married,No
1140,34,2,2,Life Sciences,Male,Single,No
1143,29,10,3,Life Sciences,Female,Divorced,No
1148,42,29,3,Medical,Male,Single,No
1150,29,8,1,Medical,Male,Married,No
1152,38,1,3,Human Resources,Male,Married,No
1154,28,6,3,Life Sciences,Male,Divorced,No
1156,18,8,1,Medical,Male,Single,Yes
1157,33,9,4,Marketing,Female,Single,Yes
1158,41,12,4,Life Sciences,Male,Married,No
1160,31,15,3,Medical,Male,Married,Yes
1161,37,25,2,Medical,Female,Divorced,No
1162,27,6,3,Life Sciences,Male,Married,No
1163,34,9,1,Life Sciences,Female,Married,No
1164,35,8,4,Technical Degree,Male,Single,No
1165,29,23,1,Life Sciences,Female,Married,Yes
1166,40,9,4,Medical,Female,Single,No
1167,42,12,3,Life Sciences,Male,Single,Yes
1171,42,4,4,Marketing,Male,Single,No
1172,35,1,4,Medical,Male,Married,No
1173,24,24,3,Medical,Male,Single,No
1175,28,12,1,Life Sciences,Female,Married,Yes
1177,26,3,4,Medical,Male,Married,No
1179,30,10,3,Marketing,Male,Married,No
1180,40,26,2,Medical,Female,Married,No
1182,35,2,3,Life Sciences,Male,Divorced,No
1184,34,1,3,Medical,Male,Single,No
1185,35,4,4,Other,Male,Married,No
1188,43,9,3,Marketing,Female,Single,Yes
1190,32,2,1,Life Sciences,Female,Divorced,No
1191,56,4,4,Technical Degree,Female,Divorced,No
1192,29,6,1,Medical,Female,Married,No
1193,19,9,2,Life Sciences,Male,Single,No
1195,45,7,3,Medical,Female,Married,No
1196,37,1,3,Life Sciences,Female,Married,No
1198,20,3,3,Life Sciences,Male,Single,No
1200,44,10,4,Life Sciences,Male,Single,Yes
1201,53,7,2,Medical,Female,Divorced,No
1202,29,15,1,Life Sciences,Female,Married,No
1203,22,3,4,Life Sciences,Male,Married,Yes
1204,46,2,3,Marketing,Female,Married,No
1206,44,17,3,Life Sciences,Male,Single,No
1207,33,2,3,Human Resources,Male,Married,No
1210,41,5,2,Life Sciences,Male,Divorced,Yes
1211,30,29,4,Life Sciences,Male,Divorced,No
1212,40,2,4,Medical,Male,Married,No
1215,50,2,3,Medical,Female,Married,No
1216,28,19,4,Medical,Male,Married,No
1217,46,15,2,Life Sciences,Male,Married,No
1218,35,17,4,Life Sciences,Male,Married,No
1219,24,17,2,Life Sciences,Female,Married,Yes
1220,33,25,3,Medical,Female,Married,No
1221,36,6,4,Life Sciences,Male,Divorced,No
1224,30,7,4,Life Sciences,Male,Divorced,No
1225,44,29,4,Other,Male,Single,No
1226,20,21,3,Marketing,Male,Single,No
1228,46,2,4,Technical Degree,Male,Divorced,No
1231,42,2,5,Medical,Male,Married,No
1233,60,7,4,Marketing,Male,Divorced,No
1234,32,13,3,Other,Female,Married,No
1235,32,2,2,Life Sciences,Female,Single,No
1237,36,1,3,Technical Degree,Female,Divorced,No
1238,33,9,3,Medical,Male,Married,No
1239,40,10,3,Technical Degree,Female,Divorced,No
1240,25,10,4,Life Sciences,Male,Single,No
1241,30,1,3,Medical,Male,Married,No
1242,42,26,5,Medical,Female,Married,No
1243,35,8,2,Marketing,Female,Married,No
1244,27,14,3,Life Sciences,Male,Married,No
1245,54,1,4,Life Sciences,Female,Divorced,No
1246,44,2,1,Life Sciences,Female,Married,No
1248,19,10,3,Medical,Female,Single,Yes
1249,29,1,3,Life Sciences,Female,Divorced,No
1250,54,3,3,Life Sciences,Male,Married,No
1251,31,11,2,Medical,Male,Married,No
1252,31,24,3,Medical,Female,Single,No
1254,59,3,3,Life Sciences,Female,Single,No
1255,43,3,3,Life Sciences,Male,Married,No
1256,49,4,2,Medical,Male,Married,No
1257,36,3,3,Technical Degree,Male,Married,No
1258,48,2,2,Technical Degree,Male,Single,No
1259,27,4,2,Life Sciences,Male,Divorced,No
1260,29,7,3,Life Sciences,Male,Divorced,No
1263,48,1,3,Life Sciences,Male,Single,No
1264,29,1,3,Life Sciences,Female,Divorced,No
1265,34,20,3,Technical Degree,Female,Married,No
1267,44,5,3,Marketing,Male,Married,No
1268,33,10,5,Marketing,Male,Divorced,No
1269,19,25,3,Life Sciences,Female,Single,No
1270,23,1,2,Life Sciences,Male,Married,No
1273,25,24,1,Life Sciences,Male,Single,Yes
1275,26,4,2,Life Sciences,Male,Single,No
1277,45,2,3,Marketing,Female,Single,Yes
1278,55,8,1,Medical,Male,Divorced,No
1279,21,10,2,Life Sciences,Female,Single,Yes
1280,46,4,2,Marketing,Female,Married,No
1281,34,2,3,Marketing,Female,Single,No
1282,51,9,3,Life Sciences,Male,Divorced,No
1283,59,18,4,Medical,Male,Single,No
1285,34,19,3,Medical,Female,Divorced,No
1286,28,1,4,Medical,Male,Single,No
1288,44,4,2,Life Sciences,Male,Divorced,No
1289,34,11,3,Life Sciences,Male,Married,No
1291,35,6,1,Life Sciences,Male,Married,No
1292,42,7,4,Medical,Female,Married,No
1293,43,4,4,Marketing,Female,Single,No
1294,36,2,4,Life Sciences,Female,Single,No
1295,44,15,3,Medical,Female,Married,Yes
1296,28,2,3,Life Sciences,Male,Married,No
1297,51,6,2,Medical,Female,Single,No
1298,30,9,2,Medical,Female,Single,No
1299,29,7,3,Technical Degree,Female,Divorced,Yes
1301,28,1,3,Technical Degree,Male,Single,No
1303,25,1,3,Medical,Female,Single,No
1304,32,8,3,Medical,Male,Married,No
1306,45,25,3,Medical,Female,Single,No
1307,39,13,4,Medical,Female,Divorced,No
1308,58,23,4,Life Sciences,Male,Divorced,No
1309,32,7,2,Life Sciences,Male,Married,Yes
1310,39,23,3,Medical,Male,Single,Yes
1311,30,6,3,Technical Degree,Female,Married,No
1312,36,10,4,Technical Degree,Female,Married,No
1314,46,1,2,Life Sciences,Female,Single,No
1315,28,1,3,Life Sciences,Female,Married,No
1317,50,28,3,Life Sciences,Female,Married,No
1318,40,25,4,Marketing,Male,Single,Yes
1319,52,5,3,Life Sciences,Male,Single,Yes
1321,30,17,4,Medical,Female,Married,No
1322,39,18,2,Life Sciences,Male,Single,No
1324,31,2,4,Life Sciences,Female,Divorced,No
1329,41,10,2,Medical,Male,Single,No
1331,31,1,3,Life Sciences,Female,Single,Yes
1333,44,3,3,Life Sciences,Male,Married,Yes
1334,42,2,1,Life Sciences,Male,Married,No
1336,55,2,2,Medical,Female,Married,No
1338,56,8,4,Life Sciences,Male,Single,No
1340,40,16,2,Life Sciences,Male,Divorced,No
1344,34,9,3,Life Sciences,Male,Divorced,No
1346,40,2,3,Life Sciences,Male,Single,No
1349,41,1,3,Marketing,Female,Divorced,No
1350,35,4,4,Life Sciences,Male,Single,No
1352,51,5,3,Life Sciences,Male,Divorced,No
1355,38,2,2,Life Sciences,Female,Divorced,No
1356,34,15,2,Medical,Female,Single,No
1358,25,19,1,Medical,Male,Married,No
1360,58,7,4,Medical,Female,Married,Yes
1361,40,1,4,Life Sciences,Male,Married,No
1362,36,7,3,Marketing,Female,Married,No
1363,48,4,3,Life Sciences,Male,Single,No
1364,27,11,3,Medical,Female,Married,No
1367,51,11,2,Technical Degree,Female,Single,No
1368,18,1,3,Life Sciences,Female,Single,No
1369,35,1,3,Medical,Female,Married,No
1371,27,2,1,Life Sciences,Male,Single,No
1372,55,13,4,Marketing,Male,Single,Yes
1373,56,23,3,Life Sciences,Male,Married,No
1374,34,26,1,Technical Degree,Female,Divorced,No
1375,40,2,1,Medical,Female,Divorced,No
1377,34,29,3,Medical,Male,Married,No
1379,31,2,3,Life Sciences,Female,Single,Yes
1380,35,18,4,Marketing,Female,Married,Yes
1382,38,7,3,Life Sciences,Male,Divorced,No
1383,34,2,4,Technical Degree,Female,Single,No
1387,28,26,3,Life Sciences,Male,Married,No
1389,31,22,4,Medical,Male,Married,Yes
1390,39,21,4,Life Sciences,Male,Married,No
1391,51,2,3,Marketing,Male,Married,No
1392,41,22,3,Life Sciences,Female,Divorced,No
1394,37,4,1,Life Sciences,Male,Married,No
1395,33,5,1,Life Sciences,Male,Married,No
1396,32,2,1,Marketing,Male,Married,No
1397,39,25,2,Life Sciences,Male,Married,No
1399,25,18,1,Life Sciences,Male,Married,No
1401,52,28,2,Medical,Female,Married,No
1402,43,6,3,Medical,Female,Single,No
1403,27,10,3,Marketing,Female,Married,No
1405,27,17,4,Life Sciences,Female,Single,Yes
1407,26,2,1,Medical,Male,Single,No
1408,42,10,3,Human Resources,Female,Married,No
1409,52,8,4,Other,Female,Married,No
1411,37,11,3,Medical,Female,Single,No
1412,35,18,2,Life Sciences,Male,Single,No
1415,25,1,3,Technical Degree,Male,Married,No
1417,26,7,3,Other,Male,Single,No
1419,29,17,3,Other,Male,Single,No
1420,49,28,2,Life Sciences,Male,Single,Yes
1421,29,14,1,Other,Female,Single,Yes
1422,54,1,3,Medical,Female,Single,No
1423,58,1,3,Medical,Female,Married,No
1424,55,1,4,Medical,Male,Divorced,No
1425,36,3,4,Marketing,Female,Single,No
1427,31,1,4,Life Sciences,Female,Single,Yes
1428,30,7,4,Marketing,Female,Divorced,No
1430,31,8,5,Life Sciences,Female,Single,No
1431,34,1,4,Other,Male,Divorced,No
1433,31,8,3,Life Sciences,Female,Single,Yes
1434,27,11,1,Life Sciences,Male,Married,No
1435,36,4,4,Life Sciences,Male,Single,No
1436,36,16,4,Marketing,Female,Married,No
1438,47,1,3,Technical Degree,Male,Married,No
1439,25,9,2,Life Sciences,Male,Married,Yes
1440,37,5,2,Technical Degree,Male,Single,No
1441,56,1,2,Life Sciences,Female,Married,No
1443,47,2,4,Medical,Female,Married,No
1445,24,4,1,Medical,Female,Married,No
1446,32,7,5,Marketing,Male,Married,No
1447,34,1,3,Life Sciences,Female,Married,No
1448,41,5,5,Medical,Male,Married,No
1449,40,9,4,Other,Male,Divorced,No
1453,31,8,2,Life Sciences,Male,Divorced,No
1457,46,9,3,Marketing,Male,Divorced,Yes
1458,39,2,3,Life Sciences,Female,Single,Yes
1459,31,1,5,Life Sciences,Female,Single,Yes
1460,45,20,3,Medical,Male,Divorced,No
1461,31,8,2,Medical,Female,Single,No
1464,31,2,3,Life Sciences,Male,Married,Yes
1465,45,29,3,Technical Degree,Male,Married,No
1466,48,7,3,Marketing,Male,Divorced,No
1467,34,9,4,Technical Degree,Female,Married,Yes
1468,40,8,1,Medical,Male,Divorced,No
1469,28,5,3,Medical,Male,Single,No
1471,44,5,3,Life Sciences,Male,Single,No
1472,53,2,3,Medical,Male,Single,No
1473,49,5,4,Technical Degree,Male,Married,No
1474,40,2,3,Medical,Male,Divorced,No
1475,44,20,3,Life Sciences,Male,Single,No
1477,33,7,3,Medical,Male,Married,No
1478,34,3,3,Other,Male,Single,No
1479,30,16,1,Life Sciences,Male,Married,No
1480,42,9,2,Medical,Female,Single,No
1481,44,1,5,Marketing,Female,Married,No
1482,30,7,3,Technical Degree,Male,Divorced,No
1483,57,1,2,Life Sciences,Male,Married,No
1484,49,7,4,Life Sciences,Male,Divorced,No
1485,34,15,3,Medical,Male,Divorced,No
1486,28,1,3,Technical Degree,Male,Married,Yes
1487,29,13,3,Technical Degree,Female,Single,Yes
1489,34,24,4,Medical,Female,Single,Yes
1492,35,7,1,Life Sciences,Male,Married,No
1494,24,9,3,Medical,Male,Single,Yes
1495,24,13,2,Life Sciences,Female,Married,No
1496,44,2,1,Medical,Male,Single,No
1497,29,19,3,Life Sciences,Male,Divorced,No
1499,30,1,3,Life Sciences,Male,Divorced,No
1501,55,4,4,Life Sciences,Male,Married,No
1502,33,4,4,Medical,Female,Married,No
1503,47,14,3,Medical,Female,Married,No
1504,28,2,2,Medical,Male,Single,Yes
1506,28,1,3,Life Sciences,Male,Divorced,No
1507,28,7,3,Life Sciences,Male,Single,No
1509,49,3,2,Medical,Female,Married,No
1513,29,2,1,Life Sciences,Female,Married,No
1514,28,29,1,Life Sciences,Male,Married,No
1515,33,8,5,Life Sciences,Male,Single,No
1516,32,10,3,Medical,Male,Single,No
1520,54,11,4,Medical,Female,Divorced,No
1522,29,1,4,Technical Degree,Male,Single,Yes
1523,44,28,3,Life Sciences,Male,Married,No
1525,39,6,3,Life Sciences,Female,Single,No
1527,46,3,3,Life Sciences,Female,Married,No
1529,35,16,3,Life Sciences,Female,Single,No
1533,23,20,1,Life Sciences,Male,Single,No
1534,40,9,4,Life Sciences,Male,Single,Yes
1535,34,1,3,Technical Degree,Male,Married,No
1537,31,3,3,Life Sciences,Female,Single,Yes
1539,50,22,5,Medical,Male,Single,No
1541,34,7,2,Technical Degree,Male,Married,No
1542,42,2,3,Medical,Male,Married,No
1543,37,13,3,Medical,Male,Married,No
1544,29,8,1,Other,Female,Married,No
1545,33,25,3,Life Sciences,Male,Single,No
1546,45,28,3,Technical Degree,Male,Married,No
1547,42,2,3,Life Sciences,Male,Married,No
1548,40,9,2,Medical,Male,Married,No
1549,33,28,4,Life Sciences,Male,Married,No
1550,40,6,2,Medical,Male,Single,No
1551,24,21,2,Technical Degree,Male,Divorced,No
1552,40,8,2,Life Sciences,Male,Divorced,No
1553,45,1,4,Technical Degree,Male,Divorced,No
1554,35,28,4,Life Sciences,Female,Married,No
1555,32,5,2,Life Sciences,Female,Married,No
1556,36,2,4,Life Sciences,Male,Single,No
1557,48,16,4,Life Sciences,Female,Divorced,No
1558,29,9,3,Life Sciences,Male,Married,No
1560,33,8,4,Life Sciences,Male,Married,No
1562,30,1,3,Life Sciences,Male,Married,Yes
1563,38,10,4,Human Resources,Male,Married,No
1564,35,1,3,Medical,Male,Single,No
1568,30,29,4,Technical Degree,Male,Married,No
1569,35,2,3,Life Sciences,Female,Divorced,Yes
1572,53,2,5,Technical Degree,Female,Married,Yes
1573,38,2,3,Medical,Male,Married,Yes
1574,32,1,4,Technical Degree,Male,Married,No
1576,48,15,4,Other,Female,Married,No
1577,34,7,4,Medical,Male,Single,No
1578,55,26,5,Marketing,Male,Married,No
1580,34,1,4,Life Sciences,Male,Married,No
1581,26,3,3,Life Sciences,Female,Married,No
1582,38,14,3,Life Sciences,Male,Married,No
1583,38,16,3,Life Sciences,Female,Single,No
1585,36,1,4,Life Sciences,Female,Single,No
1586,29,3,1,Medical,Male,Single,No
1587,35,10,4,Medical,Female,Single,No
1588,39,6,3,Medical,Male,Married,No
1590,29,2,1,Life Sciences,Male,Divorced,No
1591,50,9,3,Marketing,Male,Married,No
1592,23,10,3,Technical Degree,Male,Married,No
1594,36,6,4,Life Sciences,Male,Married,No
1595,42,9,2,Other,Male,Single,No
1596,35,28,3,Life Sciences,Male,Married,No
1597,34,10,4,Technical Degree,Male,Married,No
1598,40,14,2,Life Sciences,Female,Married,No
1599,43,27,3,Technical Degree,Male,Divorced,No
1601,35,7,2,Life Sciences,Male,Married,No
1602,46,1,4,Life Sciences,Male,Single,No
1604,28,24,3,Medical,Male,Married,Yes
1605,22,26,2,Other,Female,Married,No
1606,50,20,5,Medical,Male,Married,No
1607,32,5,4,Other,Female,Married,No
1608,44,7,3,Medical,Female,Divorced,No
1609,30,7,3,Medical,Male,Married,No
1611,45,5,5,Medical,Female,Single,No
1612,45,26,3,Marketing,Male,Married,No
1613,31,2,4,Other,Male,Single,No
1614,36,12,4,Life Sciences,Female,Married,No
1615,34,10,4,Life Sciences,Male,Divorced,No
1617,49,25,4,Life Sciences,Female,Married,No
1618,39,10,5,Medical,Male,Married,No
1619,27,19,3,Other,Male,Divorced,No
1621,35,18,5,Life Sciences,Male,Married,No
1622,28,27,3,Medical,Female,Divorced,No
1623,21,5,1,Medical,Male,Single,No
1624,18,3,2,Medical,Female,Single,Yes
1625,47,26,4,Life Sciences,Female,Married,No
1627,39,3,2,Medical,Male,Divorced,No
1628,40,15,3,Life Sciences,Female,Married,No
1630,35,8,4,Life Sciences,Female,Married,No
1631,37,19,3,Life Sciences,Male,Married,No
1633,39,4,3,Medical,Female,Single,No
1635,45,2,2,Other,Female,Divorced,No
1638,38,2,2,Medical,Female,Married,No
1639,35,10,3,Medical,Male,Married,Yes
1640,37,10,3,Medical,Female,Married,No
1641,40,16,3,Life Sciences,Female,Single,No
1642,44,1,5,Human Resources,Male,Married,No
1644,48,4,5,Medical,Male,Married,No
1645,35,15,2,Medical,Male,Divorced,Yes
1646,24,2,1,Technical Degree,Female,Single,No
1647,27,8,3,Medical,Female,Married,No
1648,27,2,3,Medical,Male,Single,No
1649,40,7,3,Life Sciences,Male,Single,Yes
1650,29,10,3,Medical,Male,Single,No
1651,36,5,4,Life Sciences,Female,Married,No
1653,25,2,1,Life Sciences,Male,Divorced,No
1654,39,12,3,Medical,Male,Married,No
1655,49,22,4,Other,Female,Married,No
1656,50,17,5,Life Sciences,Female,Divorced,No
1657,20,2,3,Medical,Female,Single,No
1658,34,3,3,Life Sciences,Female,Divorced,No
1659,36,7,3,Life Sciences,Male,Single,No
1661,49,6,1,Life Sciences,Female,Married,No
1662,36,1,4,Medical,Female,Married,No
1664,36,3,2,Life Sciences,Male,Divorced,No
1665,54,22,5,Medical,Female,Married,No
1666,43,15,2,Life Sciences,Male,Married,No
1667,35,12,4,Other,Male,Single,Yes
1668,38,1,3,Life Sciences,Male,Married,No
1669,29,5,3,Medical,Male,Divorced,No
1670,33,2,4,Medical,Male,Divorced,No
1671,32,2,3,Medical,Male,Divorced,No
1673,31,5,4,Life Sciences,Female,Married,No
1674,49,16,3,Medical,Female,Divorced,No
1675,38,2,3,Medical,Female,Single,No
1676,47,2,4,Life Sciences,Female,Divorced,No
1677,49,1,3,Life Sciences,Male,Single,No
1678,41,23,2,Life Sciences,Male,Single,No
1680,20,9,1,Life Sciences,Male,Single,No
1681,33,16,3,Life Sciences,Female,Divorced,No
1682,36,26,4,Life Sciences,Male,Married,No
1683,44,1,3,Life Sciences,Female,Divorced,No
1684,23,8,1,Medical,Male,Single,Yes
1687,38,4,2,Medical,Female,Married,No
1689,53,24,4,Medical,Male,Married,No
1691,48,7,2,Medical,Female,Married,Yes
1692,32,2,4,Life Sciences,Male,Single,Yes
1693,26,7,3,Medical,Male,Single,No
1694,55,22,3,Technical Degree,Male,Divorced,No
1696,34,5,2,Medical,Male,Married,No
1697,60,1,4,Medical,Male,Divorced,No
1698,33,21,3,Medical,Male,Married,No
1700,37,1,4,Medical,Male,Divorced,No
1701,34,19,3,Life Sciences,Female,Married,No
1702,23,7,3,Life Sciences,Male,Divorced,Yes
1703,44,2,3,Life Sciences,Female,Married,No
1704,35,2,4,Medical,Male,Single,No
1706,43,2,3,Medical,Male,Married,No
1707,24,9,3,Medical,Male,Married,No
1708,41,6,3,Marketing,Male,Single,No
1709,29,9,4,Medical,Female,Married,No
1710,36,2,4,Life Sciences,Female,Single,No
1712,45,1,1,Life Sciences,Male,Married,No
